"drug_name","generic_name","brand_generic","category","dosage_form","route","active_ingredients","single_or_combo","excipients_raw","gluten_flag","flagged_excipients","flagged_excipient_flags","ndc_code","package_ndc","approval_type","marketing_status","manufacturer","set_id","dailymed_url"
"Nighttime Cold and Flu Relief","Acetaminophen, Dextromethorphan HBr, Doxylamine Succinate","otc_monograph","analgesic_antipyretic","CAPSULE, LIQUID FILLED","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE","combo","D&C YELLOW NO. 10; FD&C BLUE NO. 1; GELATIN; GLYCERIN; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE; PROPYLENE GLYCOL; WATER; SORBITAN; SORBITOL; MANNITOL; LECITHIN, SOYBEAN; LIGHT MINERAL OIL","gluten_free","","","21130-899","","OTC Monograph Drug","active","Safeway, Inc.","45d44cd2-5187-4a5c-983a-edb1e8eba0b2","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=45d44cd2-5187-4a5c-983a-edb1e8eba0b2"
"DUAL ACTION","Acetaminophen, Ibuprofen","generic","analgesic_antipyretic","TABLET, FILM COATED","ORAL","ACETAMINOPHEN; IBUPROFEN","combo","SILICON DIOXIDE; STARCH, CORN; CROSCARMELLOSE SODIUM; CROSPOVIDONE, UNSPECIFIED; FERRIC OXIDE YELLOW; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYVINYL ALCOHOL, UNSPECIFIED; POVIDONE, UNSPECIFIED; STEARIC ACID; SUCRALOSE; TALC; TITANIUM DIOXIDE","gluten_free","STARCH, CORN; CROSCARMELLOSE SODIUM","gluten_free; gluten_free","42507-540","42507-540-23","ANDA","active","HyVee Inc","9cec2952-6f40-4352-8ffd-b46988b7df31","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9cec2952-6f40-4352-8ffd-b46988b7df31"
"Cold and Flu","Acetaminophen, Dextromethorphan HBr, Doxylamine succinate","otc_monograph","analgesic_antipyretic","SOLUTION","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE","combo","ALCOHOL; ANHYDROUS CITRIC ACID; D&C YELLOW NO. 10; FD&C GREEN NO. 3; FD&C YELLOW NO. 6; HIGH FRUCTOSE CORN SYRUP; POLYETHYLENE GLYCOL, UNSPECIFIED; PROPYLENE GLYCOL; WATER; SACCHARIN SODIUM; SODIUM CITRATE, UNSPECIFIED FORM","gluten_free","HIGH FRUCTOSE CORN SYRUP","gluten_free","42507-401","42507-401-40","OTC Monograph Drug","active","HyVee Inc","a16a85c2-e1fd-4d1a-a650-271ae430eb4f","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a16a85c2-e1fd-4d1a-a650-271ae430eb4f"
"Daytime Cold and Flu","ACETAMINOPHEN, DEXTROMETHORPHAN HBr, PHENYLEPHRINE HCL","otc_monograph","analgesic_antipyretic","CAPSULE, LIQUID FILLED","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE","combo","LIGHT MINERAL OIL; LECITHIN, SOYBEAN; FD&C RED NO. 40; FD&C YELLOW NO. 6; GELATIN; GLYCERIN; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE; PROPYLENE GLYCOL; WATER; SORBITAN; SORBITOL; MANNITOL","gluten_free","","","59726-898","","OTC Monograph Drug","active","P & L Development, LLC","a6c272c0-2950-4550-bed8-5dab698df226","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a6c272c0-2950-4550-bed8-5dab698df226"
"Extra Strength Acetaminophen","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","STARCH, CORN; POVIDONE, UNSPECIFIED; SODIUM STARCH GLYCOLATE TYPE A CORN; STEARIC ACID","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","72162-2179","72162-2179-1","OTC Monograph Drug","completed","Bryant Ranch Prepack","ea417ddb-54b3-49e2-bec1-8fe450d9990c","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ea417ddb-54b3-49e2-bec1-8fe450d9990c"
"AMAZON BASICS ACETAMINOPHEN","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","AMMONIA; FERROSOFERRIC OXIDE; SILICON DIOXIDE; FD&C BLUE NO. 1; FD&C RED NO. 3; FD&C RED NO. 40; GELATIN, UNSPECIFIED; HYDROXYPROPYL CELLULOSE, UNSPECIFIED; MAGNESIUM STEARATE; POLYETHYLENE GLYCOL, UNSPECIFIED; STARCH, CORN; PROPYLENE GLYCOL; SHELLAC; SODIUM STARCH GLYCOLATE TYPE A POTATO; TALC; TITANIUM DIOXIDE","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","72288-008","","OTC Monograph Drug","active","Amazon.com Services LLC","3c2914a4-913e-7e50-e063-6294a90aff3a","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c2914a4-913e-7e50-e063-6294a90aff3a"
"severe cold and flu","acetaminophen, dextromethorphan hydrobromide, guaifenesin, phenylephrine hydrochloride","otc_monograph","analgesic_antipyretic","SOLUTION","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE","combo","ANHYDROUS CITRIC ACID; D&C YELLOW NO. 10; EDETATE DISODIUM; FD&C GREEN NO. 3; FD&C RED NO. 40; FD&C YELLOW NO. 6; GLYCERIN; POLYETHYLENE GLYCOL, UNSPECIFIED; PROPYLENE GLYCOL; WATER; SACCHARIN SODIUM; SODIUM BENZOATE; SODIUM CHLORIDE; SODIUM CITRATE, UNSPECIFIED FORM; SORBITOL SOLUTION; SUCRALOSE; XANTHAN GUM","gluten_free","XANTHAN GUM","gluten_free","51316-293","51316-293-40","OTC Monograph Drug","active","CVS WOONSOCKET PRESCRIPTION CENTER, INCORPORATED","c17a10a3-6b8f-4734-8f00-1f4c5c729725","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c17a10a3-6b8f-4734-8f00-1f4c5c729725"
"Butalbital, Acetaminophen, and Caffeine","Butalbital, Acetaminophen, and Caffeine","generic","analgesic_antipyretic","TABLET","ORAL","BUTALBITAL; ACETAMINOPHEN; CAFFEINE","combo","MICROCRYSTALLINE CELLULOSE; CROSPOVIDONE, UNSPECIFIED; CROSCARMELLOSE SODIUM; STARCH, CORN; STEARIC ACID; SILICON DIOXIDE; MAGNESIUM STEARATE; FD&C BLUE NO. 1","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","0904-6938","","ANDA","active","Major Pharmaceuticals","0ca49c3c-f2cb-40e3-a7d5-5f48eca59016","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ca49c3c-f2cb-40e3-a7d5-5f48eca59016"
"Rapidol 500","ACETAMINOPHEN","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","CROSCARMELLOSE SODIUM; SILICON DIOXIDE; POVIDONE K30; STEARIC ACID; MICROCRYSTALLINE CELLULOSE 101","gluten_free","CROSCARMELLOSE SODIUM","gluten_free","55758-439","","OTC Monograph Drug","completed","Pharmadel LLC","1d9fa7ec-a509-28b2-e063-6294a90a7831","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d9fa7ec-a509-28b2-e063-6294a90a7831"
"Pain Relief PM","Acetaminophen, Diphenhydramine HCl","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN; DIPHENHYDRAMINE HYDROCHLORIDE","combo","AMMONIA; SILICON DIOXIDE; CROSCARMELLOSE SODIUM; FD&C BLUE NO. 1; FD&C RED NO. 3; GELATIN, UNSPECIFIED; HYDROXYPROPYL CELLULOSE, UNSPECIFIED; HYPROMELLOSE, UNSPECIFIED; FERROSOFERRIC OXIDE; FERRIC OXIDE RED; FERRIC OXIDE YELLOW; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE, UNSPECIFIED; STARCH, CORN; PROPYLENE GLYCOL; SHELLAC; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","37808-556","","OTC Monograph Drug","active","H E B","21a4cc76-a7cb-4d11-bd1b-7d5c6a332f2a","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=21a4cc76-a7cb-4d11-bd1b-7d5c6a332f2a"
"good neighbor pharmacy night time","Acetaminophen, Dextromethorphan HBr, Doxylamine succinate","otc_monograph","analgesic_antipyretic","SOLUTION","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE","combo","ALCOHOL; ANHYDROUS CITRIC ACID; D&C YELLOW NO. 10; FD&C GREEN NO. 3; FD&C YELLOW NO. 6; HIGH FRUCTOSE CORN SYRUP; POLYETHYLENE GLYCOL, UNSPECIFIED; PROPYLENE GLYCOL; WATER; SACCHARIN SODIUM; SODIUM CITRATE, UNSPECIFIED FORM","gluten_free","HIGH FRUCTOSE CORN SYRUP","gluten_free","46122-198","46122-198-30","OTC Monograph Drug","completed","Amerisource Bergen","41f87d59-3245-46dc-88a8-b947675a90fc","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=41f87d59-3245-46dc-88a8-b947675a90fc"
"Extra Strength Acetaminophen","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN","single","STEARIC ACID; HYPROMELLOSE, UNSPECIFIED; MINERAL OIL; POVIDONE; STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN; TITANIUM DIOXIDE","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","85828-341","85828-341-20","OTC Monograph Drug","active","Grocery Outlet, Inc.","4454d02a-ba49-6c8c-e063-6294a90a4709","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4454d02a-ba49-6c8c-e063-6294a90a4709"
"Vicks PainQuil PM","Acetaminophen, Diphenhydramine HCl","otc_monograph","analgesic_antipyretic","CAPSULE, LIQUID FILLED","ORAL","ACETAMINOPHEN; DIPHENHYDRAMINE HCL","combo","POLYVINYL ACETATE PHTHALATE; POLYETHYLENE GLYCOL 400; POLYETHYLENE GLYCOL 600; FD&C BLUE NO. 1; GELATIN; GLYCERIN; WATER; TITANIUM DIOXIDE; POVIDONE; 1,4-SORBITAN; D&C RED NO. 33; MANNITOL; PROPYLENE GLYCOL; SORBITOL","gluten_free","","","84126-375","","OTC Monograph Drug","active","The Procter & Gamble Manufacturing Company","4b1ad683-9b5a-622f-e063-6294a90a475c","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b1ad683-9b5a-622f-e063-6294a90a475c"
"Vicks PainQuil","Acetaminophen","otc_monograph","analgesic_antipyretic","CAPSULE, LIQUID FILLED","ORAL","ACETAMINOPHEN","single","POVIDONE; WATER; 1,4-SORBITAN; FD&C BLUE NO. 1; FERRIC OXIDE RED; D&C RED NO. 33; MANNITOL; POLYETHYLENE GLYCOL 400; PROPYLENE GLYCOL; POLYETHYLENE GLYCOL 600; GELATIN; SORBITOL; GLYCERIN; POLYVINYL ACETATE PHTHALATE; TITANIUM DIOXIDE","gluten_free","","","84126-376","","OTC Monograph Drug","active","The Procter & Gamble Manufacturing Company","4b1b0e2a-0f58-c3b1-e063-6294a90aa1fb","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b1b0e2a-0f58-c3b1-e063-6294a90aa1fb"
"Vicks PainQuil and Vicks PainQuil PM","Acetaminophen, Diphenhydramine HCl","otc_monograph","analgesic_antipyretic","KIT","ORAL","","single","","no_data","","","84126-377","84126-377-20","OTC Monograph Drug","active","The Procter & Gamble Manufacturing Company","4b829c72-349a-e52c-e063-6394a90aca8d","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b829c72-349a-e52c-e063-6394a90aca8d"
"Acetaminophen PM","Acetaminophen, Diphenhydramine HCl","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN; DIPHENHYDRAMINE HYDROCHLORIDE","combo","AMMONIA; SILICON DIOXIDE; CROSCARMELLOSE SODIUM; FD&C BLUE NO. 1; FD&C RED NO. 3; GELATIN, UNSPECIFIED; HYDROXYPROPYL CELLULOSE, UNSPECIFIED; HYPROMELLOSE, UNSPECIFIED; FERROSOFERRIC OXIDE; FERRIC OXIDE RED; FERRIC OXIDE YELLOW; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE, UNSPECIFIED; STARCH, CORN; PROPYLENE GLYCOL; SHELLAC; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","69842-956","69842-956-31","OTC Monograph Drug","active","CVS PHARMACY","67a190c3-7de0-4f57-be94-d6b8285e1220","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=67a190c3-7de0-4f57-be94-d6b8285e1220"
"Pain Reliever","Acetaminophen","otc_monograph","analgesic_antipyretic","CHEWABLE GEL","ORAL","ACETAMINOPHEN","single","ALCOHOL; D&C RED NO. 33; ETHYLCELLULOSE; AMMONIUM GLYCYRRHIZATE; GLYCERIN; GLYCYRRHIZIN; MALIC ACID; MALTODEXTRIN; PECTIN; POLYETHYLENE; PROPYLENE GLYCOL; WATER; SUCRALOSE; ANHYDROUS CITRIC ACID; SUCROSE; CORN SYRUP; TRISODIUM CITRATE DIHYDRATE; CYCLOHEXANE","gluten_free","MALTODEXTRIN; CORN SYRUP","gluten_free; gluten_free","0363-9235","0363-9235-05","OTC Monograph Drug","active","Walgreens","6e7475e2-81a9-43b5-9b81-b58ab761a6f4","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6e7475e2-81a9-43b5-9b81-b58ab761a6f4"
"Headache Relief","Acetaminophen, Aspirin and Caffeine","otc_monograph","analgesic_antipyretic","TABLET, FILM COATED","ORAL","ACETAMINOPHEN; ASPIRIN; CAFFEINE","combo","STARCH, CORN; CROSCARMELLOSE SODIUM; CROSPOVIDONE; HYPROMELLOSE, UNSPECIFIED; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE; SODIUM STARCH GLYCOLATE TYPE A CORN; SILICON DIOXIDE; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","STARCH, CORN; CROSCARMELLOSE SODIUM; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free; gluten_free","85828-285","","OTC Monograph Drug","active","Grocery Outlet","7398a372-7679-423b-a3ca-8da905a979dd","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7398a372-7679-423b-a3ca-8da905a979dd"
"Childrens Pain and Fever","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET, CHEWABLE","ORAL","ACETAMINOPHEN","single","CITRIC ACID MONOHYDRATE; CROSPOVIDONE, UNSPECIFIED; D&C RED NO. 27 ALUMINUM LAKE; D&C RED NO. 30 ALUMINUM LAKE; DEXTROSE MONOHYDRATE; ETHYLCELLULOSE, UNSPECIFIED; MAGNESIUM STEARATE; MANNITOL; HIGH DENSITY POLYETHYLENE; STEARIC ACID; SUCRALOSE","gluten_free","","","36800-450","","OTC Monograph Drug","active","Topco Associates, LLC","87af092c-99e6-475d-81af-b9fd8fc337d7","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=87af092c-99e6-475d-81af-b9fd8fc337d7"
"Severe Cold and Flu Relief","Acetaminophen, Chlorpheniramine maleate, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl","otc_monograph","analgesic_antipyretic","KIT","ORAL","","single","","no_data","","","69842-803","69842-803-08","OTC Monograph Drug","completed","CVS PHARMACY","b024ab38-e5da-4f5a-888f-e2a281578290","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b024ab38-e5da-4f5a-888f-e2a281578290"
"M-PAP","Acetaminophen","otc_monograph","analgesic_antipyretic","LIQUID","ORAL","ACETAMINOPHEN","single","POLYETHYLENE GLYCOL, UNSPECIFIED; WATER; SODIUM BENZOATE; SACCHARIN SODIUM; SORBITOL; PROPYLENE GLYCOL; FD&C BLUE NO. 1; ANHYDROUS CITRIC ACID; FD&C RED NO. 40; HIGH FRUCTOSE CORN SYRUP","gluten_free","HIGH FRUCTOSE CORN SYRUP","gluten_free","72162-2404","72162-2404-2","OTC Monograph Drug","active","Bryant Ranch Prepack","c6cec390-004e-45f6-9388-c662a979f37d","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c6cec390-004e-45f6-9388-c662a979f37d"
"Acetaminophen","Acetaminophen","otc_monograph","analgesic_antipyretic","SOLUTION","ORAL","ACETAMINOPHEN","single","ANHYDROUS CITRIC ACID; D&C RED NO. 33; FD&C RED NO. 40; GLYCERIN; HIGH FRUCTOSE CORN SYRUP; POLYETHYLENE GLYCOL, UNSPECIFIED; PROPYLENE GLYCOL; WATER; SODIUM BENZOATE; SODIUM METABISULFITE; SACCHARIN SODIUM; SUCRALOSE","gluten_free","HIGH FRUCTOSE CORN SYRUP","gluten_free","51316-303","51316-303-19","OTC Monograph Drug","active","CVS WOONSOCKET PRESCRIPTION CENTER, INCORPORATED","d79828d8-9279-4ae9-8872-aeca641be5d9","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d79828d8-9279-4ae9-8872-aeca641be5d9"
"Pain Relief PM","Acetaminophen, Diphenhydramine HCl","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN; DIPHENHYDRAMINE HYDROCHLORIDE","combo","AMMONIA; SILICON DIOXIDE; CROSCARMELLOSE SODIUM; FD&C BLUE NO. 1; FD&C RED NO. 3; GELATIN, UNSPECIFIED; HYDROXYPROPYL CELLULOSE, UNSPECIFIED; HYPROMELLOSE, UNSPECIFIED; FERROSOFERRIC OXIDE; FERRIC OXIDE RED; FERRIC OXIDE YELLOW; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE, UNSPECIFIED; STARCH, CORN; PROPYLENE GLYCOL; SHELLAC; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","36800-556","","OTC Monograph Drug","active","Topco Associates, LLC","eaa98783-5800-4ae9-832f-f4a1fd1790fd","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eaa98783-5800-4ae9-832f-f4a1fd1790fd"
"Daytime Nighttime Severe Cold and Flu","Acetaminophen, Dextromethorphan HBr, Guaifenesin, Doxylamine Succinate, Phenylephrine HCl","otc_monograph","analgesic_antipyretic","KIT","ORAL","","single","","no_data","","","51316-527","","OTC Monograph Drug","active","CVS HEALTH CORP","23e2d2dc-12d4-294d-e063-6394a90a9523","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=23e2d2dc-12d4-294d-e063-6394a90a9523"
"Daytime Cold and Flu","Acetaminophen, Dextromethorphan HBr","otc_monograph","analgesic_antipyretic","CAPSULE, LIQUID FILLED","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE","combo","WATER; GELATIN, UNSPECIFIED; POVIDONE, UNSPECIFIED; GLYCERIN; FD&C YELLOW NO. 6; PROPYLENE GLYCOL; SORBITAN; FD&C RED NO. 40; TITANIUM DIOXIDE; SHELLAC; POLYETHYLENE GLYCOL, UNSPECIFIED; SORBITOL SOLUTION","gluten_free","","","51316-897","","OTC Monograph Drug","active","CVS Pharmacy","48438525-e49f-9303-e063-6394a90a44f2","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=48438525-e49f-9303-e063-6394a90a44f2"
"Daytime Cold and Flu and Nighttime Softgels","Acetaminophen, Dextromethorphan HBr, Doxylamine Succinate","otc_monograph","analgesic_antipyretic","KIT","ORAL","","single","","no_data","","","51316-937","51316-937-24","OTC Monograph Drug","active","CVS Pharmacy","4981bbcd-7178-335f-e063-6394a90ae961","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4981bbcd-7178-335f-e063-6394a90ae961"
"Daytime","Acetaminophen, Guaifenesin","otc_monograph","analgesic_antipyretic","CAPSULE, LIQUID FILLED","ORAL","ACETAMINOPHEN; GUAIFENESIN","combo","GELATIN, UNSPECIFIED; FD&C BLUE NO. 1; SORBITAN; SORBITOL SOLUTION; WATER; SHELLAC; TITANIUM DIOXIDE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE, UNSPECIFIED; PROPYLENE GLYCOL","gluten_free","","","51316-940","","OTC Monograph Drug","active","CVS HEALTH CORP","4985c332-6602-fd2d-e063-6394a90accd2","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4985c332-6602-fd2d-e063-6394a90accd2"
"Acetaminophen 250 mg and Ibuprofen 125 mg","Acetaminophen 250 mg and Ibuprofen 125 mg Tablets","generic","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; IBUPROFEN","combo","POVIDONE; POLYETHYLENE GLYCOL, UNSPECIFIED; LACTOSE MONOHYDRATE; STARCH, CORN; CROSCARMELLOSE SODIUM; GLYCERYL DIBEHENATE; HYPROMELLOSE, UNSPECIFIED; TITANIUM DIOXIDE; FERRIC OXIDE YELLOW; FERROSOFERRIC OXIDE; SILICON DIOXIDE","gluten_free","STARCH, CORN; CROSCARMELLOSE SODIUM","gluten_free; gluten_free","51672-4258","","ANDA","active","Sun Pharmaceutical Industries, Inc.","2a31a975-72f9-2a16-e063-6394a90a8149","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a31a975-72f9-2a16-e063-6394a90a8149"
"Childrens Acetaminophen","Acetaminophen","otc_monograph","analgesic_antipyretic","SUSPENSION","ORAL","ACETAMINOPHEN","single","SORBITOL SOLUTION; CARBOXYMETHYLCELLULOSE SODIUM; XANTHAN GUM; PROPYLPARABEN; D&C RED NO. 33; SUCROSE; ANHYDROUS CITRIC ACID; SODIUM BENZOATE; MICROCRYSTALLINE CELLULOSE; SUCRALOSE; HYDROXYETHYL CELLULOSE, UNSPECIFIED; WATER; GLYCERIN; FD&C BLUE NO. 1","gluten_free","XANTHAN GUM","gluten_free","85828-922","","OTC Monograph Drug","active","Grocery Outlet, Inc.","44de6f5a-0b5c-6c28-e063-6394a90a7e0b","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=44de6f5a-0b5c-6c28-e063-6394a90a7e0b"
"Buscapina","Acetaminophen, Caffeine, Pyrilamine maleate","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","PYRILAMINE MALEATE; ACETAMINOPHEN; CAFFEINE","combo","SILICON DIOXIDE; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE K30; SODIUM STARCH GLYCOLATE TYPE A; HYDROXYPROPYL METHYLCELLULOSE; STARCH, CORN; STEARIC ACID; TALC; TITANIUM DIOXIDE; LACTOSE; WATER","unknown","SODIUM STARCH GLYCOLATE TYPE A; STARCH, CORN","unknown; gluten_free","69729-818","","OTC Monograph Drug","active","OPMX LLC","4cc4b39a-39d5-a2bb-e063-6394a90a2e95","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4cc4b39a-39d5-a2bb-e063-6394a90a2e95"
"Severe Cold and Flu","Acetaminophen, dextromethorphan HBr, doxylamine succinate, phenylephrine HCl","otc_monograph","analgesic_antipyretic","SOLUTION","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE; PHENYLEPHRINE HYDROCHLORIDE","combo","ALCOHOL; ANHYDROUS CITRIC ACID; D&C YELLOW NO. 10; EDETATE DISODIUM; FD&C GREEN NO. 3; FD&C YELLOW NO. 6; GLYCERIN; PROPYLENE GLYCOL; WATER; SACCHARIN SODIUM; SODIUM BENZOATE; SODIUM CHLORIDE; SODIUM CITRATE, UNSPECIFIED FORM; SORBITOL; SUCRALOSE","gluten_free","","","42507-020","42507-020-34","OTC Monograph Drug","completed","HyVee Inc","96d8b6d1-8a51-41a4-80d3-fab61492b3cc","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=96d8b6d1-8a51-41a4-80d3-fab61492b3cc"
"Cold and Flu","Acetaminophen, Dextromethorphan HBr, Phenylephrine HCl","otc_monograph","analgesic_antipyretic","CAPSULE, LIQUID FILLED","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE","combo","FD&C YELLOW NO. 6; GLYCERIN; PROPYLENE GLYCOL; WATER; LECITHIN, SOYBEAN; FD&C RED NO. 40; GELATIN; POLYETHYLENE GLYCOL, UNSPECIFIED; SORBITOL; POVIDONE; SORBITAN; LIGHT MINERAL OIL; MANNITOL","gluten_free","","","49035-193","","OTC Monograph Drug","active","EQUATE (Wal-Mart Stores, Inc.) (see also WAL-MART INC)","af35c833-316a-4d21-bd3a-9b71558cadbf","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=af35c833-316a-4d21-bd3a-9b71558cadbf"
"MAXIMUM STRENGTH COLD AND FLU","ACETAMINOPHEN,DEXTROMETHORPHAN HYDROBROMIDE,GUAIFENESIN,PHENYLEPHRINE HYDROCHLORIDE","otc_monograph","analgesic_antipyretic","CAPSULE, LIQUID FILLED","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE; GUAIFENESIN","combo","WATER; GLYCERIN; POLYETHYLENE GLYCOL, UNSPECIFIED; GELATIN; FD&C YELLOW NO. 6; POVIDONE; PROPYLENE GLYCOL; TITANIUM DIOXIDE; SHELLAC; SORBITOL","gluten_free","","","69842-789","","OTC Monograph Drug","active","CVS Pharmacy, Inc","c0b36e4d-3667-58f6-e053-2a95a90afad7","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c0b36e4d-3667-58f6-e053-2a95a90afad7"
"Tramadol Hydrochloride and Acetaminophen","Tramadol Hydrochloride and Acetaminophen","generic","analgesic_antipyretic","TABLET, FILM COATED","ORAL","TRAMADOL HYDROCHLORIDE; ACETAMINOPHEN","combo","STARCH, CORN; HYPROMELLOSE 2910 (3 MPA.S); HYPROMELLOSE 2910 (6 MPA.S); MAGNESIUM STEARATE; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL 400; POLYSORBATE 80; SODIUM STARCH GLYCOLATE TYPE A POTATO; TITANIUM DIOXIDE; FERRIC OXIDE YELLOW","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","72162-2510","72162-2510-1","ANDA","active","Bryant Ranch Prepack","c83366d9-db60-45eb-9c2b-a2c58d45c82c","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c83366d9-db60-45eb-9c2b-a2c58d45c82c"
